Key,Type,Desc,English,Chinese (PRC),Chinese (Traditional),Japanese
e01/a5,Text,," Kio
【I think I can find some clue.】"," Kio
【应该会找到线索的。】"," Kio
【應該會找到線索的。】",
e01/b0,Text,," Kio
【Eh!!?】"," Kio
【咦！！！】"," Kio
【咦！！！】",
e01/b1,Text,," Kio
【A lot of zombies!?】"," Kio
【怎么这么多怪物！！？】"," Kio
【怎麼這麼多怪物！！？】",
e01/b2,Text,," Kio
【Is it dangerous in the school?】"," Kio
【学。。。。。。学校也沦陷了！？】"," Kio
【學。。。。。。學校也淪陷了！？】",
e01/b3,Text,," Kio
【What can I do now?】"," Kio
【怎么办！！】"," Kio
【怎麼辦！！】",
e01/b4,Text,," Kio
【Oh my god! Too many!】"," Kio
【天啊，太多了！】"," Kio
【天啊，太多了！】",
e01/b5,Text,," Kio
【Get in the school right now!】"," Kio
【来不及去想了，先进去教学楼吧！】"," Kio
【來不及去想了，先進去教學樓吧！】",
e01/b6,Text,," Kio
【Ahhhhh....】"," Kio
【啊啊啊啊啊啊啊啊啊啊。。。。。】"," Kio
【啊啊啊啊啊啊啊啊啊啊。。。。。】",
e01/c,Text,,"A.Stay and fight
B.Get into the school","A.留在这里战斗
B.逃进教学楼","A.留在這裡戰鬥
B.逃進教學樓",
e02/out,Text,," Kio
【Going out is not a good idea...】"," Kio
【最好别出去。。。】"," Kio
【最好別出去。。。】",
e02/rp0,Text,," Kio
【Stars of this month.】"," Kio
【本月优秀学习份子。】"," Kio
【本月優秀學習份子。】",
e02/rp1,Text,," Kio
【Nobody....?】"," Kio
【第一名黄文浩，第二名陈耀东，第三名谭志辉。】"," Kio
【第一名黃文浩，第二名陳耀東，第三名譚志輝。】",
e02/3p0,Text,," Kio
【Students are not allowed to play games in the computer room.】"," Kio
【禁止学生在电脑室玩电子游戏。】"," Kio
【禁止學生在電腦室玩電子遊戲。】",
e02/3p1,Text,," Kio
【Except playing ""Kio's adventure"".】"," Kio
【抓到的学生要严格处理。】"," Kio
【抓到的學生要嚴格處理。】",
e02/gp0,Text,," Kio
【Please protect any plants.】"," Kio
【请同学们爱护绿化】"," Kio
【請同學們愛護綠化】",
e02/gp1,Text,," Kio
【Last week we found some students eating grass. Please don't do it again.】"," Kio
【上周我们发现有同学在草地吃草，大家不要模仿。】"," Kio
【上周我們發現有同學在草地吃草，大家不要模仿。】",
e02/gp2,Text,," Kio
【What?】"," Kio
【！？？！？！？】"," Kio
【！？？！？！？】",
e02/l,Text,," Kio
【Snapline Band will have a show in our school next week.】"," Kio
【snapline乐队下周将会来我们学校表演。】"," Kio
【snapline樂隊下周將會來我們學校表演。】",
e02/n0,Text,," Kio
【Punish annoncement. Qiandao fight against somebody outside the school.】"," Kio
【处分通知，千岛同学因为在学校外与不良分子打架斗殴。】"," Kio
【處分通知，千島同學因為在學校外與不良分子打架鬥毆。】",
e02/n1,Text,," Kio
【We decide to punish her.】"," Kio
【学校给予她处分处理。】"," Kio
【學校給予她處分處理。】",
e02/p,Text,," Kio
【If you study hard you are able to have a pretty wife.】"," Kio
【只要学习好，就能娶到漂亮的老婆。】"," Kio
【只要學習好，就能娶到漂亮的老婆。】",
e02/pp0,Text,," Kio
【Although students dating is allowed.】"," Kio
【虽然学校没有禁止谈恋爱。】"," Kio
【雖然學校沒有禁止談戀愛。】",
e02/pp1,Text,," Kio
【Please....!】"," Kio
【但是希望有些同学自觉一点。】"," Kio
【但是希望有些同學自覺一點。】",
e02/pp2,Text,," Kio
【DON'T kiss in front of single ones.】"," Kio
【不要公然在学校做出过份亲密的动作。】"," Kio
【不要公然在學校做出過份親密的動作。】",
e02/bl,Text,," Kio
【Too much blood...】"," Kio
【很多血。。。。】"," Kio
【很多血。。。。】",
e02/ga,Text,," Kio
【A crack. It's normal.】"," Kio
【普通的裂痕，没什么特别。】"," Kio
【普通的裂痕，沒什麼特別。】",
e03a/p,Text,,Pick up a piece of paper?,有一张小纸条，是否拾取？,有一張小紙條，是否拾取？,
e03a/p0,Text,,Get the paper,拾取了纸条A,拾取了紙條A,
savepants/e03b,Text,,Classroom A,学校一层西,學校一層西,
savepants/e03f,Text,,Classroom B,学校二层东,學校二層東,
e03g/a0,Text,," Boy A
【Hello.】"," 失真的少年
【嘿，少女。】"," 失真的少年
【嘿，少女。】",
e03g/a1,Text,," Kio
【Me?】"," Kio
【啊！？】"," Kio
【啊！？】",
e03g/a2,Text,," Boy A
【Come here. I tell you something.】"," 失真的少年
【你过来，我跟你说点事情。】"," 失真的少年
【你過來，我跟你說點事情。】",
e03g/a3,Text,," Kio
【What happened to you!?】"," Kio
【你你你你你这是怎么了！？】"," Kio
【你你你你你這是怎麼了！？】",
e03g/a4,Text,," Kio
【Why is your head turnning like this!?】"," Kio
【为什么你的头变成这样了！？！】"," Kio
【為什麼你的頭變成這樣了！？！】",
e03g/a5,Text,," Boy A
【This is a BUG.】"," 失真的少年
【是BUG。】"," 失真的少年
【是BUG。】",
e03g/a6,Text,," Kio
【Ah!?】"," Kio
【啊！？】"," Kio
【啊！？】",
e03g/a7,Text,," Boy A
【Bug of this game.】"," 失真的少年
【是游戏BUG。】"," 失真的少年
【是遊戲BUG。】",
e03g/a8,Text,," Boy A
【I was stuck in this room.】"," 失真的少年
【我我我被卡住了，怎么也走不出来了。】"," 失真的少年
【我我我被卡住了，怎麼也走不出來了。】",
e03g/a9,Text,," Kio
【What!? Would you pleased make me clear what you are talking about?】"," Kio
【啊啊啊？？你能不能给我说明白一点？？】"," Kio
【啊啊啊？？你能不能給我說明白一點？？】",
e03g/a10,Text,," Kio
【What is going on with you?】"," Kio
【是怎么回事？】"," Kio
【是怎麼回事？】",
e03g/a11,Text,," Boy A
【Don't you realize you are a character in a game?】"," 失真的少年
【难道你不知道你是一个\0.5游\0.5戏\0.5人\0.5物\0.5吗？】"," 失真的少年
【難道你不知道你是一個\0.5遊\0.5戲\0.5人\0.5物\0.5嗎？】",
e03g/a12,Text,," Kio
【.\0.5.\0.5.\0.5】"," Kio
【。\0.5。\0.5。\0.5】"," Kio
【。\0.5。\0.5。\0.5】",
e03g/a13,Text,," Boy A
【Don't you think that this world is ridiculous?】"," 失真的少年
【你不觉得这个世界很可怕吗，充满怪物。】"," 失真的少年
【你不覺得這個世界很可怕嗎，充滿怪物。】",
e03g/a14,Text,," Kio
【Wait! What do you mean by character in a game!?】"," Kio
【等等，你刚刚说的游戏人物是什么意思！？】"," Kio
【等等，你剛剛說的遊戲人物是什麼意思！？】",
e03g/a15,Text,," Boy A
【That means we are living in a game.】"," 失真的少年
【就是我们都是游戏人物，我们其实在一个游戏里面。】"," 失真的少年
【就是我們都是遊戲人物，我們其實在一個遊戲裡面。】",
e03g/a16,Text,," Kio
【That doesn't make sense to me...】"," Kio
【什么意思。。。】"," Kio
【什麼意思。。。】",
e03g/a17,Text,," Boy A
【You don't believe?】"," 失真的少年
【你不相信是吗？】"," 失真的少年
【你不相信是嗎？】",
e03g/a18,Text,," Kio
【Why do I have to trust you? I am a real human.】"," Kio
【我凭什么要相信，我是活生生的人类啊。】"," Kio
【我憑什麼要相信，我是活生生的人類啊。】",
e03g/a19,Text,," Boy A
【Well don't you think that here are a lot of weird things in this world?】"," 失真的少年
【那你不觉得这个世界很不可思议很恐怖吗。】"," 失真的少年
【那你不覺得這個世界很不可思議很恐怖嗎。】",
e03g/a20,Text,," Kio
【Yes. Full of fear and blood.】"," Kio
【是很可怕，是很恐怖。】"," Kio
【是很可怕，是很恐怖。】",
e03g/a21,Text,," Kio
【But that doesn't mean I am in a game now.】"," Kio
【但是这不代表我就是一个游戏人物啊。】"," Kio
【但是這不代表我就是一個遊戲人物啊。】",
e03g/a22,Text,," Boy A
【Forget it. Tell me, do you want to leave this horrible place?】"," 失真的少年
【那你告诉我，你想不想逃离这个恐怖的地方？】"," 失真的少年
【那你告訴我，你想不想逃離這個恐怖的地方？】",
e03g/a23,Text,," Kio
【Of course yes!】"," Kio
【想啊，我当然想。】"," Kio
【想啊，我當然想。】",
e03g/a24,Text,," Boy A
【We had tried to escape.】"," 失真的少年
【我们之前也很想逃离这里。】"," 失真的少年
【我們之前也很想逃離這裡。】",
e03g/a25,Text,," Boy A
【And I heard that there is a bug can help us, right in the school.】"," 失真的少年
【然后听闻在这学校里有所谓的游戏漏洞能逃离游戏。】"," 失真的少年
【然後聽聞在這學校裡有所謂的遊戲漏洞能逃離遊戲。】",
e03g/a26,Text,," Boy A
【Finally..】"," 失真的少年
【结果。。。】"," 失真的少年
【結果。。。】",
e03g/a27,Text,," Boy A
【That bug didn't help us to leave. It made us stuck.】"," 失真的少年
【漏洞没有让我们逃出去，而是让我一直卡死在这里。】"," 失真的少年
【漏洞沒有讓我們逃出去，而是讓我一直卡死在這裡。】",
e03g/a28,Text,," Kio
【....】"," Kio
【。。。】"," Kio
【。。。】",
e03g/a29,Text,," Boy A
【After that, we found a right bug really can help us to run away.】"," 失真的少年
【不过，我们后来知道了，真正能逃出去的漏洞。】"," 失真的少年
【不過，我們後來知道了，真正能逃出去的漏洞。】",
e03g/a30,Text,," Boy A
【This bug is in the aquarium behind this school.】"," 失真的少年
【是学校后方穿过澡堂的水族馆。】"," 失真的少年
【是學校後方穿過澡堂的水族館。】",
e03g/a31,Text,," Boy A
【You have to go through the bathroom.】"," 失真的少年
【那里有真正的游戏漏洞。】"," 失真的少年
【那裡有真正的遊戲漏洞。】",
e03g/a32,Text,," Boy A
【That's the only way to the aquarium.】"," 失真的少年
【让你离开这个恐怖的世界。】"," 失真的少年
【讓你離開這個恐怖的世界。】",
e03g/a33,Text,," Kio
【...........】"," Kio
【。。。。。。】"," Kio
【。。。。。。】",
e03g/a35,Text,," Boy A
【I know you don't trust me.】"," 失真的少年
【我知道你现在还不相信。】"," 失真的少年
【我知道你現在還不相信。】",
e03g/a36,Text,," Boy A
【I just give you an advice.】"," 失真的少年
【但去一趟水族馆也无妨。】"," 失真的少年
【但去一趟水族館也無妨。】",
e03g/a37,Text,," Kio
【Thank you...】"," Kio
【谢谢你。。。】"," Kio
【謝謝你。。。】",
e03g/a38,Text,," Kio
【I am leaving..】"," Kio
【我先告辞了。】"," Kio
【我先告辭了。】",
e07/a0,Text,,Pick up a piece of paper?,有一张小纸条，是否拾取？,有一張小紙條，是否拾取？,
e07/a1,Text,,Get the paper,拾取了纸条B,拾取了紙條B,
e07/a2,Text,," Kio
【There is something clipped by this book.】"," Kio
【书中夹着东西？】"," Kio
【書中夾著東西？】",
e08/pc,Text,,Check out this computer?,调查一下这台电脑？,調查一下這台電腦？,
e08/ph,Text,,Enter the code,请输入密码,請輸入密碼,
e08/pwh,Text,,Error,密码错误,密碼錯誤,
e08/pch,Text,,Pass,密码正确,密碼正確,
e08/pch2,Text,,Open the gate in level 3,三楼铁门解锁了,三樓鐵門解鎖了,
e09b/a0,Text,," Kio
【!!!】"," Kio
【！！！！！】"," Kio
【！！！！！】",
e09b/a1,Text,," Kio
【Light!? Doesn't work!?】"," Kio
【灯呢？？？坏了！？！？】"," Kio
【燈呢？？？壞了！？！？】",
e10/h,Text,,Get into the hole?,有一个洞，要钻进去不？,有一個洞，要鑽進去不？,
savepants/e10,Text,,Storage in school,学校杂物房,學校雜物房,
savepants/e11,Text,,School level 2,学校二层,學校二層,
e11/a0,Text,," Kio
【The worst students this month.】"," Kio
【本月最差学生。】"," Kio
【本月最差學生。】",
e11/a1,Text,," Kio
【You.】"," Kio
【赵子龙，陈曦，王杰。】"," Kio
【趙子龍，陳曦，王傑。】",
e11/b0,Text,," Kio
【Notice: Toiltes at this level are being repaired.】"," Kio
【通知，2楼厕所正在维修。】"," Kio
【通知，2樓廁所正在維修。】",
e11/b1,Text,," Kio
【Please use the ones at level 1.】"," Kio
【因此暂停使用。】"," Kio
【因此暫停使用。】",
e11/c,Text,," Kio
【The band of Chinese Football is going to disband.】"," Kio
【chinese football乐队面临解散。】"," Kio
【chinese football樂隊面臨解散。】",
e11/d,Text,," Kio
【Everyday is the teacher's day if you wish.】"," Kio
【只要有心，每天都是教师节。】"," Kio
【只要有心，每天都是教師節。】",
e11/e,Text,," Kio
【You are useless if you can't go to a university.】"," Kio
【考不上大学就等于前途尽毁。】"," Kio
【考不上大學就等於前途盡毀。】",
e12/a0,Text,," Kio
【!?】"," Kio
【！？】"," Kio
【！？】",
e12/a1,Text,," Bunny
【~~~】"," 兔子
【～～～】"," 兔子
【～～～】",
e12/a2,Text,," Kio
【Lovely bunny.】"," Kio
【好可爱的兔子。】"," Kio
【好可愛的兔子。】",
e12/a3,Text,," Bunny
【Hello.】"," 兔子
【你好～】"," 兔子
【你好～】",
e12/a4,Text,," Kio
【What? Bunny can talk!?】"," Kio
【咦！？兔子会讲话！？】"," Kio
【咦！？兔子會講話！？】",
e12/a5,Text,," Bunny
【Yes I can.】"," 兔子
【对啊～我会讲话。】"," 兔子
【對啊～我會講話。】",
e12/a6,Text,," Kio
【Hi!】"," Kio
【你你好啊！】"," Kio
【你你好啊！】",
e12/a7,Text,," Bunny
【In fact I am the elf who is protecting the human.】"," 兔子
【其实我们是守护人类的精灵。】"," 兔子
【其實我們是守護人類的精靈。】",
e12/a8,Text,," Bunny
【Now there are monsters everywhere.】"," 兔子
【现在周围都布满怪物，我们也帮助不了太多的人。】"," 兔子
【現在周圍都佈滿怪物，我們也幫助不了太多的人。】",
e12/a9,Text,," Bunny
【I hope I can help more and more people.】"," 兔子
【我们兔子也牺牲了很多。】"," 兔子
【我們兔子也犧牲了很多。】",
e12/a10,Text,," Kio
【You are awesome.】"," Kio
【这样啊。】"," Kio
【這樣啊。】",
e12/a11,Text,," Bunny
【Come with me. I lead you to find some supplements.】"," 兔子
【你跟我来吧，我带你去取些补给品。】"," 兔子
【你跟我來吧，我帶你去取些補給品。】",
e12/a12,Text,," Bunny
【Things like ammo and first-aid packet.】"," 兔子
【有些医疗包还有子弹之类的东西给你。】"," 兔子
【有些醫療包還有子彈之類的東西給你。】",
e12/l,Text,,Spend 10 pistol ammo to get in,进入此房间会消耗10发手枪子弹,進入此房間會消耗10發手槍子彈,
e12/l2,Text,,Will you?,确定要进入吗？,確定要進入嗎？,
e12/ch,Text,,"A.Follow him
B.Ignore him","A.跟着兔子走
B.别理它","A.跟著兔子走
B.別理它",
e12/l3,Text,,Insufficient ammo,手枪子弹不足,手槍子彈不足,
e13/a0,Text,," Kio
【...】"," Kio
【。。。】"," Kio
【。。。】",
e13/a1,Text,," Kio
【Hello..】"," Kio
【你好。。。】"," Kio
【你好。。。】",
e13/a2,Text,," Girl A
【Hi, Kio.】"," 失真的少女
【Kio你好。】"," 失真的少女
【Kio你好。】",
e13/a3,Text,," Kio
【Why do you know my name?】"," Kio
【你怎么知道我的名字。】"," Kio
【你怎麼知道我的名字。】",
e13/a4,Text,," Girl A
【Because you are the leading character of this game.】"," 失真的少女
【你是这个游戏的主人公嘛。】"," 失真的少女
【你是這個遊戲的主人公嘛。】",
e13/a5,Text,," Girl A
【We all know about you.】"," 失真的少女
【大家都知道你。】"," 失真的少女
【大家都知道你。】",
e13/a6,Text,," Kio
【....】"," Kio
【果然。。。】"," Kio
【果然。。。】",
e13/a7,Text,," Kio
【Is this really a game?】"," Kio
【这真的是一个游戏吗？】"," Kio
【這真的是一個遊戲嗎？】",
e13/a8,Text,," Girl A
【Yes. We are the characters in this game.】"," 失真的少女
【是的，我们都是游戏人物。】"," 失真的少女
【是的，我們都是遊戲人物。】",
e13/a9,Text,," Girl A
【I am just an NPC.】"," 失真的少女
【而我只是一个普通的npc，所以其实。。】"," 失真的少女
【而我只是一個普通的npc，所以其實。。】",
e13/a10,Text,," Girl A
【You can move and talk. In fact, we are quite envious of you. 】"," 失真的少女
【其实我们都蛮羡慕你的。】"," 失真的少女
【其實我們都蠻羡慕你的。】",
e13/a11,Text,," Kio
【....】"," Kio
【。。。。。。】"," Kio
【。。。。。。】",
e13/a12,Text,," Kio
【How can I do...】"," Kio
【那我，应该怎么办。。】"," Kio
【那我，應該怎麼辦。。】",
e13/a13,Text,," Girl A
【Just keep fighting.】"," 失真的少女
【没怎么办，加油吧。】"," 失真的少女
【沒怎麼辦，加油吧。】",
e13/a14,Text,," Girl A
【And beware of here is a large monster which is eating people.】"," 失真的少女
【小心学校里吃人的大怪物。】"," 失真的少女
【小心學校裡吃人的大怪物。】",
e13/a15,Text,," Kio
【Large monster? Eating people?】"," Kio
【吃人的大怪物！？】"," Kio
【吃人的大怪物！？】",
e13/a16,Text,," Girl A
【Yes. Be careful.】"," 失真的少女
【是的。。小心。。】"," 失真的少女
【是的。。小心。。】",
e14/a0,Text,," Kio
【I don't like ths room...】"," Kio
【这里感觉好不舒服。。。。】"," Kio
【這裡感覺好不舒服。。。。】",
e14/a1,Text,," Kio
【Mr Bunny?】"," Kio
【兔子先生？】"," Kio
【兔子先生？】",
e14/a2,Text,," Kio
【Where are you Mr Bunny?】"," Kio
【亲爱的兔子先生你在哪？？】"," Kio
【親愛的兔子先生你在哪？？】",
e14/a3,Text,," Kio
【Here you are!】"," Kio
【原来你在这里啊。】"," Kio
【原來你在這裡啊。】",
e14/a4,Text,," Kio
【Please don't make a practical joke to scare me.】"," Kio
【拜托，别搞恶作剧吓唬我嘛。】"," Kio
【拜託，別搞惡作劇嚇唬我嘛。】",
e14/a5,Text,," Kio
【Mr Bunny...】"," Kio
【兔子先生。。。。。】"," Kio
【兔子先生。。。。。】",
e14/a6,Text,," Kio
【Don't you think there are too many bunnies....】"," Kio
【你的兄弟是不是有点多。。。。。】"," Kio
【你的兄弟是不是有點多。。。。。】",
e14/a7,Text,," Bunny
【.........】"," 兔子
【。。。。。。】"," 兔子
【。。。。。。】",
e15/a0,Text,," Girl B
【I am stuck.】"," 失真的少女
【我被卡住了。】"," 失真的少女
【我被卡住了。】",
e15/a1,Text,," Girl B
【Why am I so sad.】"," 失真的少女
【我的命运只能永远这样吗？】"," 失真的少女
【我的命運只能永遠這樣嗎？】",
e15/a2,Text,," Girl B
【Why only you can move...】"," 失真的少女
【为什么你却可以周围走动。。。】"," 失真的少女
【為什麼你卻可以周圍走動。。。】",
e15/a3,Text,," Girl B
【Why you are not suck?】"," 失真的少女
【为什么卡住的不是你？】"," 失真的少女
【為什麼卡住的不是你？】",
e15/a4,Text,," Kio
【....】"," Kio
【。。。。。。】"," Kio
【。。。。。。】",
e15/b0,Text,," Girl C
【This room doesn't make any sense.】"," 失真的少女
【这个房间并没有多大的意义。】"," 失真的少女
【這個房間並沒有多大的意義。】",
e15/b1,Text,," Girl C
【Just some bored NPCs here.】"," 失真的少女
【只不过是一些无聊的对话而已。】"," 失真的少女
【只不過是一些無聊的對話而已。】",
e15/b2,Text,," Kio
【.....】"," Kio
【。。。。。。】"," Kio
【。。。。。。】",
e15/c0,Text,," Boy B
【Hurry up to leave.】"," 失真的少年
【赶紧离开这里吧。】"," 失真的少年
【趕緊離開這裡吧。】",
e15/c1,Text,," Kio
【Well, I am trying.】"," Kio
【恩，我正在努力着。】"," Kio
【恩，我正在努力著。】",
e15/c2,Text,," Boy B
【In aquarium there is a bug which can help you leave.】"," 失真的少年
【在水族馆会有真正的bug，离开这个游戏。】"," 失真的少年
【在水族館會有真正的bug，離開這個遊戲。】",
e15/c3,Text,," Kio
【Thank you. I am going to.】"," Kio
【好的，我会加油。】"," Kio
【好的，我會加油。】",
e17/a0,Text,,Get an ID card,得到了一张磁卡,得到了一張磁卡,
e17/aw,Text,,Nothing happened,好像没什么反应,好像沒什麼反應,
f01/a0,Text,," Kio
【Here is the bathroom.】"," Kio
【这里，是学校的澡堂吧。】"," Kio
【這裡，是學校的澡堂吧。】",
f01/a1,Text,," Kio
【!!!!!】"," Kio
【！！！】"," Kio
【！！！】",
f01/a2,Text,," Kio
【What is that!?】"," Kio
【那！那是什么东西！？】"," Kio
【那！那是什麼東西！？】",
f01/a3,Text,," Kio
【Is that the monster which is eating people!?】"," Kio
【这就是学校里吃人的怪物吗！？】"," Kio
【這就是學校裡吃人的怪物嗎！？】",
f01/b0,Text,," Kio
【It's finished...】"," Kio
【呼呼。。终于摆平这货了。。。】"," Kio
【呼呼。。終於擺平這貨了。。。】",
f01/b1,Text,," Kio
【There is a hole on the wall.】"," Kio
【尸体后面好像有个洞？】"," Kio
【屍體後面好像有個洞？】",
f01/b2,Text,," Kio
【I remember someone told me there is an aquarium outside the bathroom.】"," Kio
【我记得那谁说过，学校后面是水族馆，然后水族馆有BUG什么的。。。】"," Kio
【我記得那誰說過，學校後面是水族館，然後水族館有BUG什麼的。。。】",
f01/b3,Text,," Kio
【Well, just go through that hole and have a look.】"," Kio
【好吧，车到山前必有路，就钻进去瞧瞧吧。】"," Kio
【好吧，車到山前必有路，就鑽進去瞧瞧吧。】",
f02/dont go back,Text,," Kio
【Don't wanna go back again.】"," Kio
【不想回头了。】"," Kio
【不想回頭了。】",
f03/a0,Text,," Kio
【The rain has stopped...】"," Kio
【雨停了。。。。】"," Kio
【雨停了。。。。】",
f03/a1,Text,," Kio
【I think the aquarium is over there.】"," Kio
【前面应该就是水族馆了。】"," Kio
【前面應該就是水族館了。】",
f03/a2,Text,," Kio
【Keep moving.】"," Kio
【既然已经来到这里，坚持下去吧。】"," Kio
【既然已經來到這裡，堅持下去吧。】",
savepants/g02,Text,,Aquarium ,水族馆,水族館,
g03/a0,Text,," Giant
【Hello...】"," 巨人
【你好。。。】"," 巨人
【你好。。。】",
g03/a1,Text,," Kio
【.....】"," Kio
【。。。。。】"," Kio
【。。。。。】",
g03/a2,Text,," Giant
【Do you come here for the bug which can help you leave the game?】"," 巨人
【你是不是来这里找离开游戏的BUG？】"," 巨人
【你是不是來這裡找離開遊戲的BUG？】",
g03/a3,Text,," Kio
【Yes...】"," Kio
【是的。。】"," Kio
【是的。。】",
g03/a4,Text,," Giant
【Well..】"," 巨人
【嗯。。。。。】"," 巨人
【嗯。。。。。】",
g03/a5,Text,," Giant
【In this room.】"," 巨人
【这个房间里。】"," 巨人
【這個房間裡。】",
g03/a6,Text,," Giant
【You stand on the 6th tile from the left side.】"," 巨人
【从左边数起第六格地砖。】"," 巨人
【從左邊數起第六格地磚。】",
g03/a7,Text,," Giant
【And shoot the wall.】"," 巨人
【站在那里对着墙壁开一枪。】"," 巨人
【站在那裡對著牆壁開一槍。】",
g03/a8,Text,," Giant
【After that, you stand on the 4th tile from the left side.】"," 巨人
【然后再到左边数起第4格地砖。】"," 巨人
【然後再到左邊數起第4格地磚。】",
g03/a9,Text,," Giant
【Shoot the wall again.】"," 巨人
【也是站在那里对墙壁开一枪。】"," 巨人
【也是站在那裡對牆壁開一槍。】",
g03/a10,Text,," Giant
【Then come back to me when you finish.】"," 巨人
【然后再回来找我吧。】"," 巨人
【然後再回來找我吧。】",
g03/b0,Text,," Kio
【I did what you told.】"," Kio
【我已经按照你说的去做了。】"," Kio
【我已經按照你說的去做了。】",
g03/b1,Text,," Kio
【But nothing happened after all.】"," Kio
【什么事情都没有发生啊。】"," Kio
【什麼事情都沒有發生啊。】",
g03/b2,Text,," Giant
【Right, nothing will happen.】"," 巨人
【对啊。不会发生任何事。】"," 巨人
【對啊。不會發生任何事。】",
g03/b3,Text,," Kio
【............】"," Kio
【。。。。。。。。。。】"," Kio
【。。。。。。。。。。】",
g03/b4,Text,," Kio
【You make trick to me...】"," Kio
【你耍我啊。。】"," Kio
【你耍我啊。。】",
g03/b5,Text,," Giant
【No. Now you go to the 8th tile from the left side.】"," 巨人
【不不不，你现在只要走去左起第八格墙壁。】"," 巨人
【不不不，你現在只要走去左起第八格牆壁。】",
g03/b6,Text,," Giant
【And touch the wall.】"," 巨人
【然后摸一下墙壁就能离开了。】"," 巨人
【然後摸一下牆壁就能離開了。】",
g03/b7,Text,," Kio
【......】"," Kio
【。。。。。。。。。。】"," Kio
【。。。。。。。。。。】",
g03/b8,Text,," Kio
【I can't trust...】"," Kio
【感觉不太可信。。】"," Kio
【感覺不太可信。。】",
g03/b9,Text,," Giant
【It's real....】"," 巨人
【是真的。。。】"," 巨人
【是真的。。。】",
g03/b10,Text,," Kio
【OK. I have a try.】"," Kio
【好吧。我去试试。】"," Kio
【好吧。我去試試。】",
g03/w,Text,,Touch the wall?,是否要摸一下墙壁?,是否要摸一下牆壁?,
g03/c0,Text,," Giant
【Why did you shoot me?】"," 巨人
【哇，你干嘛开枪打我。】"," 巨人
【哇，你幹嘛開槍打我。】",
g03/c1,Text,," Giant
【Luckily this is a bullet proof glass.】"," 巨人
【幸好这个是防弹玻璃。】"," 巨人
【幸好這個是防彈玻璃。】",
g03/c2,Text,," Giant
【Well I tell you something.】"," 巨人
【那我告诉你一件事情吧。】"," 巨人
【那我告訴你一件事情吧。】",
g03/c3,Text,," Giant
【Stand on the 17th tile from the left side.】"," 巨人
【从左边数起第十七格的墙壁，你摸摸看。】"," 巨人
【從左邊數起第十七格的牆壁，你摸摸看。】",
g03/c4,Text,," Giant
【Touch the wall.】"," 巨人
【会有意外收获。】"," 巨人
【會有意外收穫。】",
g05/a0,Text,," Kio
【Ah!! This place!!】"," Kio
【这里！！！这里！！！】"," Kio
【這裡！！！這裡！！！】",
g05/a1,Text,," Kio
【This is the room that imprison Domini!】"," Kio
【这里不就是困住多明妮的地方吗！？】"," Kio
【這裡不就是困住多明妮的地方嗎！？】",
g05/a2,Text,," Kio
【Domini!! Where are you!?】"," Kio
【多明妮！！！你在哪里！？】"," Kio
【多明妮！！！你在哪裡！？】",
g05/a3,Text,," Kio
【Should be closed!!】"," Kio
【一定在附近！赶紧找！】"," Kio
【一定在附近！趕緊找！】",
g05/b0,Text,," Kio
【Domini!!】"," Kio
【多明妮！！！】"," Kio
【多明妮！！！】",
g05/b1,Text,," Kio
【Where are you!???】"," Kio
【你在哪里啊！！！】"," Kio
【你在哪裡啊！！！】",
g05/b2,Text,," Kio
【I come for you!!】"," Kio
【我来救你啦！！！！！！】"," Kio
【我來救你啦！！！！！！】",
g05/c0,Text,," Kio
【Ah!!】"," Kio
【啊！！！】"," Kio
【啊！！！】",
g05/c1,Text,," Kio
【Domini!!】"," Kio
【多明妮！！！】"," Kio
【多明妮！！！】",
g05/c2,Text,," Kio
【How are you!!?】"," Kio
【你怎么了！！！】"," Kio
【你怎麼了！！！】",
g05/c3,Text,," Kio
【I am going to free you!】"," Kio
【我来放你下来！】"," Kio
【我來放你下來！】",
g05/c4,Text,," Kio
【!!!!!!】"," Kio
【！！！！！！！！！！】"," Kio
【！！！！！！！！！！】",
g05/c5,Text,," Domini
【.........】"," 多明妮
【。。。。。。】"," 多明妮
【。。。。。。】",
g05/c6,Text,," Kio
【!!!!!!】 "," Kio
【！！！！！！！！】"," Kio
【！！！！！！！！】",
g05/c7,Text,," Kio
【Ahhhhhh!!!!!】"," Kio
【哇啊啊啊啊！！！！！】"," Kio
【哇啊啊啊啊！！！！！】",
g05/c8,Text,," Kio
【Ahhhhhhhh!!!!!!!!!!!!!】"," Kio
【哇哇哇哇哇啊啊啊啊啊！！！】"," Kio
【哇哇哇哇哇啊啊啊啊啊！！！】",
g05/c9,Text,," Kio
【No!!!!】"," Kio
【不要啊！！！！！！！！！】"," Kio
【不要啊！！！！！！！！！】",
g05/c10,Text,," Kio
【No no no no!!】"," Kio
【啊啊啊啊啊！！！】"," Kio
【啊啊啊啊啊！！！】",
g05/c11,Text,," Kio
【Boohoo!!】"," Kio
【呜呜呜呜呜！】"," Kio
【嗚嗚嗚嗚嗚！】",
g05/c12,Text,," Domini
【Kio....】"," 多明妮
【Kio。。。。。】"," 多明妮
【Kio。。。。。】",
g05/c13,Text,," Domini
【Leave me alone..】"," 多明妮
【快离开吧。。。】"," 多明妮
【快離開吧。。。】",
